loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,TimestepsSoFar,ev_tdlam_before,loss_ent,EpRewMean,loss_pol_entpen,TimeElapsed,EpLenMean,loss_kl
564.536,-0.0346076,1958,2,380136,0.798693552613,4.11044,1809.83027236,0.0,380.0270013809204,508.19,0.0324482
518.366,-0.0254903,1961,3,382789,0.836683899164,4.10867,1875.97844008,0.0,382.0657126903534,525.29,0.0378947
481.737,-0.0438469,1966,5,384869,0.878212764859,4.09993,1873.83254896,0.0,384.1162612438202,525.01,0.0277297
449.812,-0.0451044,1970,4,386859,0.864106714725,4.06626,1882.49536305,0.0,386.13308453559875,525.54,0.0250962
963.745,-0.0331816,1972,2,388859,0.351807773113,4.05533,1940.36195499,0.0,388.14881014823914,539.87,0.0355508
164.026,-0.0520733,1976,4,390520,0.901189997792,4.06193,1935.84365627,0.0,390.18015217781067,537.82,0.0319086
581.311,-0.0286792,1979,3,392722,0.84835639596,4.08157,1982.94488923,0.0,392.22709798812866,549.31,0.0433879
578.86,-0.029194,1983,4,395039,0.893335282803,4.05506,2022.68769375,0.0,394.26512241363525,558.18,0.0408127
63.4013,-0.0574396,1988,5,397173,0.985787962563,4.04738,2001.51768152,0.0,396.2814886569977,551.76,0.0316976
61.3143,-0.0517402,1990,2,398733,0.97713804245,4.01097,2010.0773723,0.0,398.3125207424164,553.0,0.0272026
481.832,-0.0334624,1994,4,401302,0.902219332755,4.00919,2046.05584555,0.0,400.34420824050903,560.83,0.0237194
128.131,-0.0505267,1998,4,403075,0.970032569021,3.99539,2060.84488028,0.0,402.37541103363037,563.21,0.0296332
95.6418,-0.0539742,2005,7,405372,0.976466517895,3.97886,2042.80152263,0.0,404.4064872264862,558.88,0.0282413
104.519,-0.0571278,2009,4,407259,0.968838298693,3.955,2023.11784128,0.0,406.4385769367218,552.76,0.0318526
591.847,-0.0344644,2014,5,409569,0.907447427511,3.99894,1998.76795734,0.0,408.49977803230286,545.38,0.0215843
57.5605,-0.0508529,2017,3,411233,0.980485254899,3.98717,2002.54733618,0.0,410.5371754169464,545.79,0.0302012
1025.52,-0.0302248,2020,3,413452,0.701213628054,3.99832,2032.45331563,0.0,412.5758316516876,552.87,0.0243051
110.528,-0.0560522,2025,5,415679,0.964654803276,4.0024,2044.0811814,0.0,414.5932779312134,554.8,0.0310294
113.053,-0.042826,2027,2,417389,0.904063425958,3.98914,2072.25708899,0.0,416.64026045799255,561.87,0.023792
327.996,-0.0378525,2030,3,419493,0.910368181765,4.02496,2094.96703492,0.0,418.65596890449524,565.83,0.0251689
641.666,-0.0400507,2034,4,421867,0.88831717521,4.0119,2122.12703098,0.0,420.68992853164673,572.06,0.0247364
617.731,-0.0379956,2036,2,422988,0.705618947744,4.01347,2118.15263801,0.0,422.72776985168457,570.22,0.0291008
635.409,-0.0314131,2039,3,425498,0.861596509814,4.03506,2127.10711126,0.0,424.7499430179596,571.73,0.0216159
615.076,-0.0308304,2042,3,427748,0.862678736448,4.02196,2114.87343969,0.0,426.76682806015015,567.27,0.027089
580.462,-0.0280007,2044,2,429322,0.775451719761,4.01099,2130.749005,0.0,428.79748940467834,570.66,0.0232623
1085.44,-0.0292299,2047,3,432060,0.674949169159,4.03069,2192.21331609,0.0,430.8279571533203,586.34,0.038236
61.7908,-0.0557802,2050,3,433952,0.975264674053,4.01325,2208.62926184,0.0,432.85930037498474,589.88,0.0285782
606.299,-0.0373952,2053,3,435966,0.869330793619,3.99558,2238.0264196,0.0,434.89169669151306,596.5,0.0198911
41.0277,-0.0554966,2056,3,437882,0.97399763763,3.99277,2243.22960255,0.0,436.9222002029419,597.19,0.0360114
43.0172,-0.0576642,2059,3,440108,0.984196053818,3.97808,2222.52111773,0.0,438.9559135437012,591.62,0.0321333
