TimeElapsed,loss_pol_entpen,EpRewMean,ev_tdlam_before,EpisodesSoFar,EpThisIter,loss_vf_loss,loss_kl,EpLenMean,loss_pol_surr,TimestepsSoFar,loss_ent
337.3580574989319,0.0,917.82,-0.00829982757568,1181,2,69.0888,0.00505607,917.82,-0.00603754,427979,0.904833
338.96756410598755,0.0,917.82,-0.0270335674286,1183,2,68.428,0.00877854,917.82,-0.00897382,429979,0.896019
340.5770390033722,0.0,917.82,-0.00477802753448,1185,2,68.4667,0.00445063,917.82,-0.00471935,431979,0.92248
342.18758034706116,0.0,917.82,0.0454934239388,1187,2,66.091,0.012343,917.82,-0.0127713,433979,0.933164
343.8426661491394,0.0,913.63,0.0586177110672,1190,3,74.049,0.00505869,913.63,-0.00820079,436189,0.940687
345.4379184246063,0.0,911.95,0.478228926659,1192,2,43.5931,0.00753651,911.95,-0.00927498,438021,0.947443
347.04713916778564,0.0,911.95,-0.00179779529572,1194,2,68.9675,0.00165756,911.95,-0.0016639,440021,0.950121
348.6715462207794,0.0,906.61,0.536141604185,1196,2,44.2497,0.00632846,906.61,-0.00625277,441487,0.937881
350.28003215789795,0.0,906.61,-0.00103843212128,1198,2,69.5638,0.00627679,906.61,-0.00592235,443487,0.939655
351.8898026943207,0.0,906.61,-0.00262856483459,1200,2,69.4333,0.0120805,906.61,-0.00738692,445487,0.944187
353.4991018772125,0.0,909.21,-0.00324976444244,1203,3,100.718,0.00449088,909.21,-0.0050211,448487,0.965986
355.1240315437317,0.0,900.54,0.00269883871078,1205,2,66.3457,0.00445599,900.54,-0.00912604,449620,0.940868
356.73317217826843,0.0,910.54,0.00686639547348,1208,3,90.6581,0.00459085,910.54,-0.00514811,452182,0.932775
358.3425030708313,0.0,910.54,-0.00500738620758,1210,2,67.5904,0.00360813,910.54,-0.00547652,454182,0.925699
359.95331859588623,0.0,910.54,-0.012507557869,1212,2,68.2047,0.00624345,910.54,-0.00641535,456182,0.910265
361.5616970062256,0.0,916.13,-0.00430488586426,1214,2,66.0549,0.0045058,916.13,-0.00315612,458182,0.914295
363.1705331802368,0.0,916.45,0.149650037289,1217,3,44.6577,0.00460819,916.45,-0.00712384,460624,0.922754
364.7964012622833,0.0,928.88,-0.0671101808548,1219,2,70.1153,0.0096331,928.88,-0.00719062,462624,0.945949
366.40477418899536,0.0,946.09,0.0263095498085,1221,2,66.7511,0.00693114,946.09,-0.00768754,464624,0.957745
368.0149426460266,0.0,940.45,0.561123847961,1223,2,37.7687,0.0083888,940.45,-0.00766281,466060,0.949488
