EpThisIter,loss_pol_surr,EpisodesSoFar,TimeElapsed,ev_tdlam_before,TimestepsSoFar,EpLenMean,loss_kl,EpRewMean,loss_pol_entpen,loss_ent,loss_vf_loss
3,-0.0218828,5373,776.8190104961395,0.558295398951,908986,808.98,0.0170348,7549.29519979,0.0,-0.675566,6575.48
2,-0.0144663,5375,778.5689480304718,-0.246352910995,910986,808.98,0.0221378,7549.14468262,0.0,-0.686566,6081.5
2,-0.00907229,5377,780.3189415931702,-0.011939406395,912986,818.6,0.0230186,7638.92076218,0.0,-0.705656,5913.83
2,-0.0123427,5379,782.0689370632172,-0.000439405441284,914986,818.6,0.0156031,7638.86979375,0.0,-0.683676,5730.97
2,-0.00917027,5381,783.8189306259155,-0.019834280014,916986,837.31,0.0173467,7813.48632103,0.0,-0.683674,5789.95
2,-0.00865667,5383,785.5689272880554,-0.0245304107666,918986,837.31,0.0116264,7813.42932707,0.0,-0.674915,5907.75
3,-0.0104324,5386,787.3033971786499,0.263446748257,921567,833.12,0.0124662,7774.16075252,0.0,-0.677692,7027.83
2,-0.0122013,5388,789.0533905029297,-0.0105134248734,923567,836.2,0.0236861,7802.89264764,0.0,-0.679769,5823.53
2,-0.00692621,5390,790.7877616882324,-0.00947952270508,925567,837.96,0.031827,7819.26963749,0.0,-0.678813,5926.86
2,-0.0139535,5392,792.5377566814423,0.484443128109,926841,830.7,0.0178237,7751.44891296,0.0,-0.683121,3267.28
2,-0.00853082,5394,794.2721264362335,-0.0528891086578,928841,830.7,0.0120815,7751.34582824,0.0,-0.675289,5980.21
2,-0.00780798,5396,796.0221221446991,-0.0293740034103,930841,830.7,0.034235,7751.24546428,0.0,-0.678289,5923.98
3,-0.0108001,5399,797.787740945816,-0.00135123729706,933841,849.49,0.0189646,7926.61053549,0.0,-0.690504,6284.71
3,-0.0069441,5402,799.537734746933,0.254500508308,935930,840.82,0.02716,7845.57611329,0.0,-0.687926,6420.28
10,-0.0174733,5412,801.2721054553986,0.664637297392,937784,780.78,0.00987105,7284.8181579,0.0,-0.696501,4550.55
8,-0.0296746,5420,803.0220985412598,0.804288223386,939765,720.59,0.0117455,6722.70063188,0.0,-0.697595,6284.09
3,-0.00470842,5423,804.7639815807343,0.708244800568,941938,712.32,0.0144204,6645.41768654,0.0,-0.717701,3059.68
4,-0.0216169,5427,806.5148766040802,0.726977229118,943657,689.51,0.0294513,6432.43825121,0.0,-0.730643,5246.62
2,-0.0102081,5429,808.2586085796356,0.00417643785477,945657,689.51,0.0329981,6432.35124719,0.0,-0.73361,5801.2
2,-0.0093413,5431,809.9862673282623,-0.00802576541901,947657,689.51,0.0141641,6432.31625464,0.0,-0.721649,5856.63
2,-0.0123886,5433,811.7408657073975,0.123436808586,949657,689.51,0.0104186,6432.36914993,0.0,-0.702173,4100.95
2,-0.00817288,5435,813.4848701953888,-0.0960723161697,951657,704.95,0.0182917,6576.51410867,0.0,-0.716806,6084.51
3,-0.00921546,5438,815.2269947528839,0.458159506321,954355,707.63,0.0166959,6601.61479414,0.0,-0.693304,6391.7
2,-0.0105725,5440,816.9774150848389,0.180894494057,956355,716.66,0.031286,6685.89373793,0.0,-0.709353,6577.5
2,-0.0108268,5442,818.7121531963348,0.0179550051689,958355,720.39,0.01043,6720.76527269,0.0,-0.722105,4544.62
2,-0.0099296,5444,820.4594757556915,-0.0417747497559,960355,735.35,0.011087,6860.45288999,0.0,-0.73605,5678.19
2,-0.00124388,5446,822.2094693183899,-0.00533497333527,962355,744.76,0.0410132,6948.31692896,0.0,-0.758072,5622.9
2,-0.0108537,5448,823.9438378810883,-0.0269123315811,964355,754.08,0.00963593,7035.27109333,0.0,-0.758222,5644.05
2,-0.00765636,5450,825.6601734161377,0.018037378788,966355,758.04,0.0131672,7072.2795448,0.0,-0.742451,5753.74
2,-0.00464229,5452,827.3970725536346,0.0179508924484,968355,758.04,0.0312966,7072.29605053,0.0,-0.745233,5832.5
2,-0.0093179,5454,829.131441116333,0.0228493213654,970355,758.04,0.0135315,7072.34202695,0.0,-0.723921,5808.77
2,-0.000491664,5456,830.8770513534546,0.0423342585564,972355,769.77,0.0270641,7181.91572158,0.0,-0.715866,5733.7
2,-0.00896514,5458,832.6307334899902,0.0120285153389,974355,769.77,0.0201322,7181.96998691,0.0,-0.710999,5856.89
2,-0.00839005,5460,834.3807277679443,0.0399354696274,976355,778.46,0.0265278,7263.09218612,0.0,-0.706913,4200.99
2,-0.00603614,5462,836.1307239532471,-0.0217698812485,978355,778.46,0.020895,7263.10301666,0.0,-0.674889,5910.08
2,-0.00360885,5464,837.8807165622711,-0.112586975098,980355,778.46,0.0148574,7263.11993802,0.0,-0.684169,6030.99
2,-0.00992319,5466,839.6222372055054,-0.0196040868759,982355,778.46,0.0233567,7263.13095485,0.0,-0.668794,5941.64
2,-0.00731035,5468,841.3913161754608,0.0255395770073,984355,786.09,0.00885316,7334.41989065,0.0,-0.634907,5462.29
2,-0.0159355,5470,843.1314432621002,-0.0108934640884,986355,795.14,0.0189756,7418.93246024,0.0,-0.629812,5589.31
2,-0.0106316,5472,844.8658127784729,-0.0841526985168,988355,797.86,0.0117753,7444.45814598,0.0,-0.617216,5897.23
2,-0.0106231,5474,846.6314327716827,-0.0236963033676,990355,803.69,0.0195539,7499.01022685,0.0,-0.616626,5933.73
2,-0.0108122,5476,848.3658015727997,-0.0228830575943,992355,803.69,0.0212934,7499.07078101,0.0,-0.615948,5975.17
2,-0.00899483,5478,850.1001725196838,-4.92334365845e-05,994355,803.69,0.0465887,7499.0716607,0.0,-0.606557,5837.89
3,-0.0115918,5481,851.8345415592194,0.030957877636,997355,803.69,0.0217736,7499.05524071,0.0,-0.586183,8483.36
2,-0.0118506,5483,853.5824263095856,-0.00200617313385,999355,803.69,0.0129865,7499.04772404,0.0,-0.57842,5865.04
2,-0.0105279,5485,855.3350565433502,-0.0138045549393,1001355,807.88,0.0143615,7538.13868221,0.0,-0.574645,5923.33
